"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Staphylococcus_aureus_subsp_aureus_strain1","Staphylococcus_aureus_subsp_aureus_strain2"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","2","2","1","16","2269","","","","887","887","887","EFOPJNHM_01289","MMPIJKCK_00846"
"group_2419","","hypothetical protein","2","2","1","16","1042","","","","1205","1205","1205","EFOPJNHM_00135","MMPIJKCK_01959"
"murQ","","N-acetylmuramic acid 6-phosphate etherase","2","2","1","16","1073","","","","896","896","896","EFOPJNHM_00165","MMPIJKCK_01989"
"group_2421","","Glucosaminate ammonia-lyase","2","2","1","16","2356","","","","986","986","986","EFOPJNHM_01372","MMPIJKCK_00931"
"parC","","DNA topoisomerase 4 subunit A","2","2","1","16","2232","","","","2402","2402","2402","EFOPJNHM_01251","MMPIJKCK_00809"
"group_2423","","hypothetical protein","2","2","1","16","730","","","","611","611","611","EFOPJNHM_02446","MMPIJKCK_01655"
"arcA","","Arginine deiminase","2","2","1","16","853","","","","1235","1235","1235","EFOPJNHM_02569","MMPIJKCK_01778"
"bshB2","","putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2","2","2","1","16","1444","","","","665","665","665","EFOPJNHM_00535","MMPIJKCK_00049"
"group_2426","","hypothetical protein","2","2","1","16","876","","","","359","359","359","EFOPJNHM_02592","MMPIJKCK_01801"
"yghA","","putative oxidoreductase YghA","2","2","1","16","547","","","","881","881","881","EFOPJNHM_02268","MMPIJKCK_01486"
"group_2428","","hypothetical protein","2","2","1","16","958","","","","755","755","755","EFOPJNHM_00054","MMPIJKCK_01885"
"yclQ","","Petrobactin-binding protein YclQ","2","2","1","16","1616","","","","1028","1028","1028","EFOPJNHM_00710","MMPIJKCK_00222"
"sak","","Staphylokinase","2","2","1","16","2591","","","","491","491","491","EFOPJNHM_01912","MMPIJKCK_02342"
"yfmC_2","","Fe(3+)-citrate-binding protein YfmC","2","2","1","16","403","","","","983","983","983","EFOPJNHM_02130","MMPIJKCK_01344"
"glpE","","Thiosulfate sulfurtransferase GlpE","2","2","1","16","960","","","","1067","1067","1067","EFOPJNHM_00056","MMPIJKCK_01887"
"group_2433","ybbH_3","putative HTH-type transcriptional regulator YbbH","2","2","1","16","1208","","","","800","800","800","EFOPJNHM_00292","MMPIJKCK_02115"
"rlmL","","Ribosomal RNA large subunit methyltransferase L","2","2","1","16","2322","","","","1145","1145","1145","EFOPJNHM_01338","MMPIJKCK_00897"
"group_2435","","putative leukocidin-like protein 2","2","2","1","16","2721","","","","1052","1052","1052","EFOPJNHM_01967","MMPIJKCK_02404"
"group_2436","","putative uridylyltransferase","2","2","1","16","397","","","","1187","1187","1187","EFOPJNHM_02124","MMPIJKCK_01338"
"def1","","Peptide deformylase 1","2","2","1","16","2086","","","","488","488","488","EFOPJNHM_01107","MMPIJKCK_00664"
"mqo1","","putative malate:quinone oxidoreductase 1","2","2","1","16","582","","","","1478","1478","1478","EFOPJNHM_02303","MMPIJKCK_01521"
"group_2439","","hypothetical protein","2","2","1","16","1267","","","","626","626","626","EFOPJNHM_00350","MMPIJKCK_02174"
"yehR","","putative lipoprotein YehR","2","2","1","16","677","","","","455","455","455","EFOPJNHM_02396","MMPIJKCK_01612"
"group_2441","","NADH dehydrogenase-like protein","2","2","1","16","2804","","","","1208","1208","1208","EFOPJNHM_00837","MMPIJKCK_00399"
"lacC_2","","Tagatose-6-phosphate kinase","2","2","1","16","419","","","","932","932","932","EFOPJNHM_02146","MMPIJKCK_01360"
"pta","","Phosphate acetyltransferase","2","2","1","16","1464","","","","986","986","986","EFOPJNHM_00555","MMPIJKCK_00069"
"sbnE","","L-2,3-diaminopropanoate--citrate ligase","2","2","1","16","999","","","","1736","1736","1736","EFOPJNHM_00092","MMPIJKCK_01919"
"nuc","","Thermonuclease","2","2","1","16","1688","","","","686","686","686","EFOPJNHM_00783","MMPIJKCK_00278"
"mccB","","Cystathionine gamma-lyase","2","2","1","16","1337","","","","1142","1142","1142","EFOPJNHM_00409","MMPIJKCK_02228"
"comC","","Type 4 prepilin-like proteins leader peptide-processing enzyme","2","2","1","16","1903","","","","707","707","707","EFOPJNHM_01604","MMPIJKCK_01106"
"hrcA","","Heat-inducible transcription repressor HrcA","2","2","1","16","1973","","","","977","977","977","EFOPJNHM_01536","MMPIJKCK_01036"
"ldhD_1","","D-lactate dehydrogenase","2","2","1","16","741","","","","992","992","992","EFOPJNHM_02457","MMPIJKCK_01666"
"yclM","","Aspartokinase 3","2","2","1","16","2205","","","","1382","1382","1382","EFOPJNHM_01224","MMPIJKCK_00782"
"trpG_1","","Anthranilate synthase component 2","2","2","1","16","1594","","","","593","593","593","EFOPJNHM_00687","MMPIJKCK_00200"
"group_2452","","hypothetical protein","2","2","1","16","1798","","","","1502","1502","1502","EFOPJNHM_01709","MMPIJKCK_01212"
"phnD2","","putative ABC transporter phosphonate/phosphite binding protein PhnD2","2","2","1","16","1022","","","","956","956","956","EFOPJNHM_00115","MMPIJKCK_01941"
"group_2454","","hypothetical protein","2","2","1","16","365","","","","350","350","350","EFOPJNHM_02084","MMPIJKCK_02473"
"group_2455","","hypothetical protein","2","2","1","16","2503","","","","1061","1061","1061","EFOPJNHM_01798","MMPIJKCK_01305"
"rsmI","","Ribosomal RNA small subunit methyltransferase I","2","2","1","16","1365","","","","839","839","839","EFOPJNHM_00441","MMPIJKCK_02553"
"aroC","","Chorismate synthase","2","2","1","16","2344","","","","1166","1166","1166","EFOPJNHM_01360","MMPIJKCK_00919"
"group_2458","","hypothetical protein","2","2","1","16","2275","","","","401","401","401","EFOPJNHM_01295","MMPIJKCK_00852"
"cntB","","Metal-staphylopine import system permease protein CntB","2","2","1","16","684","","","","935","935","935","EFOPJNHM_02403","MMPIJKCK_01619"
"group_2460","","hypothetical protein","2","2","1","16","1714","","","","851","851","851","EFOPJNHM_00809","MMPIJKCK_00304"
"group_2461","","Dihydrolipoyl dehydrogenase","2","2","1","16","2036","","","","1421","1421","1421","EFOPJNHM_01474","MMPIJKCK_00975"
"pheT","","Phenylalanine--tRNA ligase beta subunit","2","2","1","16","62","","","","2402","2402","2402","EFOPJNHM_01032","MMPIJKCK_00592"
"graS_2","","Sensor histidine kinase GraS","2","2","1","16","841","","","","887","887","887","EFOPJNHM_02557","MMPIJKCK_01766"
"ltaA","","putative glycolipid permease LtaA","2","2","1","16","179","","","","1190","1190","1190","EFOPJNHM_00910","MMPIJKCK_00472"
"group_2465","","Isoleucine 2-epimerase","2","2","1","16","820","","","","1337","1337","1337","EFOPJNHM_02536","MMPIJKCK_01745"
"group_2466","","putative oxidoreductase","2","2","1","16","2819","","","","1127","1127","1127","EFOPJNHM_00852","MMPIJKCK_00414"
"mutS2","","Endonuclease MutS2","2","2","1","16","57","","","","2348","2348","2348","EFOPJNHM_01037","MMPIJKCK_00596"
"crtQ","","4,4'-diaponeurosporenoate glycosyltransferase","2","2","1","16","781","","","","1127","1127","1127","EFOPJNHM_02497","MMPIJKCK_01706"
"oppF_1","","Oligopeptide transport ATP-binding protein OppF","2","2","1","16","205","","","","941","941","941","EFOPJNHM_00884","MMPIJKCK_00446"
"rsmE","","Ribosomal RNA small subunit methyltransferase E","2","2","1","16","1978","","","","752","752","752","EFOPJNHM_01531","MMPIJKCK_01031"
"folK","","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","2","2","1","16","1392","","","","476","476","476","EFOPJNHM_00468","MMPIJKCK_02579"
"group_2472","","hypothetical protein","2","2","1","16","2574","","","","1112","1112","1112","EFOPJNHM_01895","MMPIJKCK_02326"
"fhs","","Formate--tetrahydrofolate ligase","2","2","1","16","1835","","","","1667","1667","1667","EFOPJNHM_01672","MMPIJKCK_01173"
"yggS","","Pyridoxal phosphate homeostasis protein","2","2","1","16","13","","","","668","668","668","EFOPJNHM_01081","MMPIJKCK_00639"
"korA","","2-oxoglutarate oxidoreductase subunit KorA","2","2","1","16","2158","","","","1760","1760","1760","EFOPJNHM_01181","MMPIJKCK_00736"
"group_2476","","hypothetical protein","2","2","1","16","1165","","","","1523","1523","1523","EFOPJNHM_00254","MMPIJKCK_02069"
"btuF","","Vitamin B12-binding protein","2","2","1","16","1493","","","","887","887","887","EFOPJNHM_00586","MMPIJKCK_00099"
"mnmA","","tRNA-specific 2-thiouridylase MnmA","2","2","1","16","1935","","","","1118","1118","1118","EFOPJNHM_01573","MMPIJKCK_01074"
"bfmBAB","","2-oxoisovalerate dehydrogenase subunit beta","2","2","1","16","2038","","","","983","983","983","EFOPJNHM_01472","MMPIJKCK_00973"
"group_2480","","putative metallo-hydrolase","2","2","1","16","2009","","","","623","623","623","EFOPJNHM_01500","MMPIJKCK_01000"
"metQ_2","","Methionine-binding lipoprotein MetQ","2","2","1","16","1712","","","","821","821","821","EFOPJNHM_00807","MMPIJKCK_00302"
"yxeI","","putative protein YxeI","2","2","1","16","1159","","","","992","992","992","EFOPJNHM_00249","MMPIJKCK_02064"
"lukEv","","Leucotoxin LukEv","2","2","1","16","1741","","","","935","935","935","EFOPJNHM_01759","MMPIJKCK_01262"
"group_2484","","Putative 3-methyladenine DNA glycosylase","2","2","1","16","561","","","","608","608","608","EFOPJNHM_02282","MMPIJKCK_01500"
"group_2485","","hypothetical protein","2","2","1","16","59","","","","521","521","521","EFOPJNHM_01035","MMPIJKCK_00594"
"rplR","","50S ribosomal protein L18","2","2","1","16","455","","","","359","359","359","EFOPJNHM_02176","MMPIJKCK_01395"
"ribH","","6,7-dimethyl-8-ribityllumazine synthase","2","2","1","16","1802","","","","464","464","464","EFOPJNHM_01705","MMPIJKCK_01208"
"group_2488","","hypothetical protein","2","2","1","16","1619","","","","518","518","518","EFOPJNHM_00713","MMPIJKCK_00225"
"group_2489","","hypothetical protein","2","2","1","16","1854","","","","947","947","947","EFOPJNHM_01653","MMPIJKCK_01154"
"ndk","","Nucleoside diphosphate kinase","2","2","1","16","2346","","","","449","449","449","EFOPJNHM_01362","MMPIJKCK_00921"
"ureC","","Urease subunit alpha","2","2","1","16","509","","","","1715","1715","1715","EFOPJNHM_02230","MMPIJKCK_01449"
"cysS","","Cysteine--tRNA ligase","2","2","1","16","1406","","","","1400","1400","1400","EFOPJNHM_00498","MMPIJKCK_00013"
"aur","","Zinc metalloproteinase aureolysin","2","2","1","16","855","","","","1529","1529","1529","EFOPJNHM_02571","MMPIJKCK_01780"
"glpK","","Glycerol kinase","2","2","1","16","2168","","","","1496","1496","1496","EFOPJNHM_01191","MMPIJKCK_00746"
"icd","","Isocitrate dehydrogenase [NADP]","2","2","1","16","1871","","","","1268","1268","1268","EFOPJNHM_01636","MMPIJKCK_01137"
"bshA","","N-acetyl-alpha-D-glucosaminyl L-malate synthase","2","2","1","16","2336","","","","1142","1142","1142","EFOPJNHM_01352","MMPIJKCK_00911"
"yvyI","","Putative mannose-6-phosphate isomerase YvyI","2","2","1","16","860","","","","938","938","938","EFOPJNHM_02576","MMPIJKCK_01785"
"esxB","","Type VII secretion system extracellular protein B","2","2","1","16","1174","","","","314","314","314","EFOPJNHM_00263","MMPIJKCK_02081"
"gcvH","","Glycine cleavage system H protein","2","2","1","16","1705","","","","380","380","380","EFOPJNHM_00800","MMPIJKCK_00295"
"group_25","","hypothetical protein","2","2","1","16","952","","","","2318","2318","2318","EFOPJNHM_00025","MMPIJKCK_01879"
"group_2500","","hypothetical protein","2","2","1","16","1223","","","","1955","1955","1955","EFOPJNHM_00307","MMPIJKCK_02130"
"aaeA","","p-hydroxybenzoic acid efflux pump subunit AaeA","2","2","1","16","570","","","","647","647","647","EFOPJNHM_02291","MMPIJKCK_01509"
"group_2502","","Putative lipid kinase","2","2","1","16","1606","","","","917","917","917","EFOPJNHM_00700","MMPIJKCK_00212"
"group_2503","","hypothetical protein","2","2","1","16","575","","","","968","968","968","EFOPJNHM_02296","MMPIJKCK_01514"
"lukDv_2","","Leucotoxin LukDv","2","2","1","16","1744","","","","983","983","983","EFOPJNHM_01758","MMPIJKCK_01261"
"tpiA","","Triosephosphate isomerase","2","2","1","16","1654","","","","761","761","761","EFOPJNHM_00749","MMPIJKCK_00261"
"group_2506","","Putative aldehyde dehydrogenase","2","2","1","16","352","","","","1427","1427","1427","EFOPJNHM_02071","MMPIJKCK_02486"
"group_2507","","hypothetical protein","2","2","1","16","1332","","","","362","362","362","EFOPJNHM_00404","MMPIJKCK_02223"
"group_2508","","hypothetical protein","2","2","1","16","1212","","","","827","827","827","EFOPJNHM_00296","MMPIJKCK_02119"
"group_2509","","hypothetical protein","2","2","1","16","877","","","","611","611","611","EFOPJNHM_02593","MMPIJKCK_01802"
"esaA","","Type VII secretion system accessory factor EsaA","2","2","1","16","1168","","","","3029","3029","3029","EFOPJNHM_00257","MMPIJKCK_02075"
"araB","","Ribulokinase","2","2","1","16","1428","","","","1637","1637","1637","EFOPJNHM_00520","MMPIJKCK_00035"
"cinA","","Putative competence-damage inducible protein","2","2","1","16","2153","","","","1151","1151","1151","EFOPJNHM_01176","MMPIJKCK_00731"
"group_2513","","hypothetical protein","2","2","1","16","2832","","","","389","389","389","EFOPJNHM_00865","MMPIJKCK_02645"
"garK_2","","Glycerate 2-kinase","2","2","1","16","650","","","","1142","1142","1142","EFOPJNHM_02370","MMPIJKCK_01586"
"yycJ","","Putative metallo-hydrolase YycJ","2","2","1","16","951","","","","791","791","791","EFOPJNHM_00024","MMPIJKCK_01878"
"group_2516","","hypothetical protein","2","2","1","16","2842","","","","1118","1118","1118","EFOPJNHM_00874","MMPIJKCK_00436"
"group_2517","","hypothetical protein","2","2","1","16","907","","","","956","956","956","EFOPJNHM_02623","MMPIJKCK_01831"
"group_2518","","hypothetical protein","2","2","1","16","2199","","","","1091","1091","1091","EFOPJNHM_01218","MMPIJKCK_00776"
"rpsA","","30S ribosomal protein S1","2","2","1","16","2353","","","","1175","1175","1175","EFOPJNHM_01369","MMPIJKCK_00928"
"group_2520","","hypothetical protein","2","2","1","16","515","","","","326","326","326","EFOPJNHM_02236","MMPIJKCK_01455"
"murT","","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT","2","2","1","16","2535","","","","1313","1313","1313","EFOPJNHM_01862","MMPIJKCK_02279"
"dnaG","","DNA primase","2","2","1","16","1993","","","","1817","1817","1817","EFOPJNHM_01516","MMPIJKCK_01016"
"alr1_2","","Alanine racemase 1","2","2","1","16","2669","","","","1148","1148","1148","EFOPJNHM_02021","MMPIJKCK_02534"
"group_2524","","hypothetical protein","2","2","1","16","516","","","","743","743","743","EFOPJNHM_02237","MMPIJKCK_01456"
"group_2525","","hypothetical protein","2","2","1","16","1004","","","","407","407","407","EFOPJNHM_00097","MMPIJKCK_01924"
"mutS_2","","DNA mismatch repair protein MutS","2","2","1","16","2691","","","","1610","1610","1610","EFOPJNHM_01994","MMPIJKCK_02428"
"lipR","","Putative acetyl-hydrolase LipR","2","2","1","16","753","","","","968","968","968","EFOPJNHM_02469","MMPIJKCK_01678"
"group_2528","","hypothetical protein","2","2","1","16","1319","","","","308","308","308","EFOPJNHM_00391","MMPIJKCK_02207"
"femA_1","","Aminoacyltransferase FemA","2","2","1","16","2117","","","","1244","1244","1244","EFOPJNHM_01140","MMPIJKCK_00695"
"cntD","","Metal-staphylopine import system ATP-binding protein CntD","2","2","1","16","682","","","","815","815","815","EFOPJNHM_02401","MMPIJKCK_01617"
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","16","1602","","","","977","977","977","EFOPJNHM_00695","MMPIJKCK_00208"
"scmP_2","","N-acetylcysteine deacetylase","2","2","1","16","1425","","","","1175","1175","1175","EFOPJNHM_00517","MMPIJKCK_00032"
"group_2533","","hypothetical protein","2","2","1","16","2163","","","","491","491","491","EFOPJNHM_01186","MMPIJKCK_00741"
"odhB","","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","2","2","1","16","2286","","","","1268","1268","1268","EFOPJNHM_01307","MMPIJKCK_00863"
"ghrB_1","","Glyoxylate/hydroxypyruvate reductase B","2","2","1","16","2793","","","","959","959","959","EFOPJNHM_00826","MMPIJKCK_00388"
"yedJ","","putative protein YedJ","2","2","1","16","321","","","","647","647","647","EFOPJNHM_02039","MMPIJKCK_02517"
"suhB_2","","Fructose-1,6-bisphosphatase/inositol-1-monophosphatase","2","2","1","16","531","","","","797","797","797","EFOPJNHM_02251","MMPIJKCK_01470"
"tpx","","Thiol peroxidase","2","2","1","16","1853","","","","494","494","494","EFOPJNHM_01654","MMPIJKCK_01155"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase","2","2","1","16","177","","","","1484","1484","1484","EFOPJNHM_00912","MMPIJKCK_00474"
"ssaA2","","Staphylococcal secretory antigen ssaA2","2","2","1","16","518","","","","809","815","812","EFOPJNHM_02239","MMPIJKCK_01458"
"yifK","","putative transport protein YifK","2","2","1","16","535","","","","1379","1379","1379","EFOPJNHM_02256","MMPIJKCK_01474"
"sdcS","","Sodium-dependent dicarboxylate transporter SdcS","2","2","1","16","2566","","","","1562","1562","1562","EFOPJNHM_01887","MMPIJKCK_02318"
"menB","","1,4-dihydroxy-2-naphthoyl-CoA synthase","2","2","1","16","152","","","","821","821","821","EFOPJNHM_00942","MMPIJKCK_00502"
"yfhA","","putative siderophore transport system permease protein YfhA","2","2","1","16","992","","","","998","998","998","EFOPJNHM_00085","MMPIJKCK_01912"
"dck","","Deoxyadenosine/deoxycytidine kinase","2","2","1","16","1432","","","","662","662","662","EFOPJNHM_00524","MMPIJKCK_00039"
"group_2548","","hypothetical protein","2","2","1","16","2490","","","","1124","1124","1124","EFOPJNHM_01785","MMPIJKCK_01292"
"isdB","","Iron-regulated surface determinant protein B","2","2","1","16","72","","","","1925","1937","1931","EFOPJNHM_01022","MMPIJKCK_00582"
"lipM","","Octanoyltransferase LipM","2","2","1","16","2022","","","","830","830","830","EFOPJNHM_01488","MMPIJKCK_00988"
"group_2551","","Superantigen-like protein 13","2","2","1","16","37","","","","716","716","716","EFOPJNHM_01056","MMPIJKCK_00615"
"dnaB","","Replication initiation and membrane attachment protein","2","2","1","16","1881","","","","1400","1400","1400","EFOPJNHM_01626","MMPIJKCK_01128"
