locus_tag	ftype	length_bp	gene	EC_number	COG	product
GEALKAJD_01884	CDS	1653	pgcA_1	5.4.2.2		Phosphoglucomutase
GEALKAJD_01885	CDS	516				hypothetical protein
GEALKAJD_01886	CDS	675	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
GEALKAJD_01887	CDS	165				hypothetical protein
GEALKAJD_01888	CDS	1314	algA		COG0662	Alginate biosynthesis protein AlgA
GEALKAJD_01889	CDS	945	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
GEALKAJD_01890	CDS	1056	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
GEALKAJD_01891	CDS	726				hypothetical protein
GEALKAJD_01892	CDS	504	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
GEALKAJD_01893	CDS	1530				hypothetical protein
GEALKAJD_01894	CDS	1215				hypothetical protein
GEALKAJD_01895	CDS	912	wbnK	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
GEALKAJD_01896	CDS	867				hypothetical protein
GEALKAJD_01897	CDS	1167				hypothetical protein
GEALKAJD_01898	CDS	2076				hypothetical protein
GEALKAJD_01899	CDS	813				hypothetical protein
GEALKAJD_01900	CDS	1251	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
GEALKAJD_01901	CDS	1059	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
GEALKAJD_01902	CDS	795		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
GEALKAJD_01903	CDS	390				hypothetical protein
GEALKAJD_01904	CDS	219	hasB	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
GEALKAJD_01905	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_01906	CDS	690	wecA	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
GEALKAJD_01907	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
GEALKAJD_01908	CDS	699	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
GEALKAJD_01909	CDS	780	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
GEALKAJD_01910	CDS	945	tagU_3	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GEALKAJD_01911	CDS	780				hypothetical protein
GEALKAJD_01912	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GEALKAJD_01913	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
GEALKAJD_01914	CDS	813	recO		COG1381	DNA repair protein RecO
GEALKAJD_01915	CDS	900	era		COG1159	GTPase Era
GEALKAJD_01916	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
GEALKAJD_01917	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
GEALKAJD_01918	CDS	2193	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
GEALKAJD_01919	CDS	972			COG1702	PhoH-like protein
GEALKAJD_01920	CDS	1380	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
GEALKAJD_01921	CDS	1296				ISL3 family transposase ISEfa5
GEALKAJD_01922	CDS	447	yqeY		COG1610	putative protein YqeY
GEALKAJD_01923	CDS	177	rpsU		COG0828	30S ribosomal protein S21
GEALKAJD_01924	CDS	429	zur		COG0735	Zinc-specific metallo-regulatory protein
GEALKAJD_01925	CDS	861	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
GEALKAJD_01926	CDS	294	czrA		COG0640	HTH-type transcriptional repressor CzrA
GEALKAJD_01927	CDS	1728	pgcA_2	5.4.2.2		Phosphoglucomutase
GEALKAJD_01928	CDS	927	trxB	1.8.1.9	COG0492	Thioredoxin reductase
GEALKAJD_01929	CDS	1434	bglH_5	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
GEALKAJD_01930	CDS	1404	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
GEALKAJD_01931	CDS	903	murR_2			HTH-type transcriptional regulator MurR
GEALKAJD_01932	CDS	1881	bglF_5		COG1263	PTS system beta-glucoside-specific EIIBCA component
GEALKAJD_01933	CDS	852	licT_3		COG3711	Transcription antiterminator LicT
GEALKAJD_01934	CDS	1785	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
GEALKAJD_01935	CDS	1752	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
GEALKAJD_01936	CDS	225				hypothetical protein
GEALKAJD_01937	CDS	1587	mntH			Divalent metal cation transporter MntH
GEALKAJD_01938	CDS	1776				hypothetical protein
GEALKAJD_01939	CDS	903	nfo	3.1.21.2	COG0648	putative endonuclease 4
GEALKAJD_01940	CDS	2346	ponA_2		COG0744	Penicillin-binding protein 1A/1B
GEALKAJD_01941	CDS	1002	ccpA_2		COG1609	Catabolite control protein A
GEALKAJD_01942	CDS	1107	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
GEALKAJD_01943	CDS	1548				IS66 family transposase ISRob1
GEALKAJD_01944	CDS	354				hypothetical protein
GEALKAJD_01945	CDS	195				hypothetical protein
GEALKAJD_01946	CDS	603				hypothetical protein
GEALKAJD_01947	CDS	441				hypothetical protein
GEALKAJD_01948	CDS	939	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GEALKAJD_01949	CDS	1026	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GEALKAJD_01950	CDS	831	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GEALKAJD_01951	CDS	939	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
GEALKAJD_01952	CDS	351				hypothetical protein
GEALKAJD_01953	CDS	321				hypothetical protein
GEALKAJD_01954	CDS	1569				hypothetical protein
GEALKAJD_01955	CDS	768				hypothetical protein
GEALKAJD_01956	CDS	1032				hypothetical protein
GEALKAJD_01957	CDS	678	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
GEALKAJD_01958	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
GEALKAJD_01959	CDS	807	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
GEALKAJD_01960	CDS	885				hypothetical protein
GEALKAJD_01961	CDS	921				hypothetical protein
GEALKAJD_01962	CDS	858	pstS1_2		COG0226	Phosphate-binding protein PstS 1
GEALKAJD_01963	CDS	1449	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
GEALKAJD_01964	CDS	894	ftsX		COG2177	Cell division protein FtsX
GEALKAJD_01965	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
GEALKAJD_01966	CDS	984	prfB			Peptide chain release factor 2
GEALKAJD_01967	CDS	2535	secA		COG0653	Protein translocase subunit SecA
GEALKAJD_01968	CDS	552	hpf			Ribosome hibernation promotion factor
GEALKAJD_01969	CDS	720				hypothetical protein
GEALKAJD_01970	CDS	1314	comFA	3.6.4.12	COG4098	ComF operon protein 1
GEALKAJD_01971	CDS	321	ptcB_3	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
GEALKAJD_01972	CDS	288				hypothetical protein
GEALKAJD_01973	CDS	273				hypothetical protein
GEALKAJD_01974	CDS	402				hypothetical protein
GEALKAJD_01975	CDS	708	nagR_1		COG2188	HTH-type transcriptional repressor NagR
GEALKAJD_01976	CDS	171				hypothetical protein
GEALKAJD_01977	tRNA	74				tRNA-Gln(ttg)
GEALKAJD_01978	tRNA	81				tRNA-Tyr(gta)
GEALKAJD_01979	CDS	237				hypothetical protein
GEALKAJD_01980	CDS	885	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
GEALKAJD_01981	CDS	453	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
GEALKAJD_01982	CDS	297			COG0759	Putative membrane protein insertion efficiency factor
GEALKAJD_01983	CDS	177				hypothetical protein
GEALKAJD_01984	CDS	1302	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
GEALKAJD_01985	CDS	231				hypothetical protein
GEALKAJD_01986	CDS	423	atpC		COG0355	ATP synthase epsilon chain
GEALKAJD_01987	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
GEALKAJD_01988	CDS	903	atpG		COG0224	ATP synthase gamma chain
GEALKAJD_01989	CDS	1557	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
GEALKAJD_01990	CDS	543	atpH		COG0712	ATP synthase subunit delta
GEALKAJD_01991	CDS	525	atpF		COG0711	ATP synthase subunit b
GEALKAJD_01992	CDS	216	atpE_1			ATP synthase subunit c
GEALKAJD_01993	CDS	720	atpB			ATP synthase subunit a
GEALKAJD_01994	CDS	465	smpB		COG0691	SsrA-binding protein
GEALKAJD_01995	CDS	2358	rnr	3.1.13.1	COG0557	Ribonuclease R
GEALKAJD_01996	CDS	756	est	3.1.1.1		Carboxylesterase
GEALKAJD_01997	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
GEALKAJD_01998	CDS	306				hypothetical protein
GEALKAJD_01999	CDS	969	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GEALKAJD_02000	CDS	975	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
GEALKAJD_02001	CDS	576				hypothetical protein
GEALKAJD_02002	CDS	807	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
GEALKAJD_02003	CDS	381	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
GEALKAJD_02004	CDS	1299	eno	4.2.1.11		Enolase
GEALKAJD_02005	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GEALKAJD_02006	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
GEALKAJD_02007	CDS	1002	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
GEALKAJD_02008	CDS	1038	cggR		COG2390	Central glycolytic genes regulator
GEALKAJD_02009	CDS	1335	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
GEALKAJD_02010	tRNA	74				tRNA-Arg(ccg)
GEALKAJD_02011	CDS	210	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
GEALKAJD_02012	CDS	387				hypothetical protein
GEALKAJD_02013	CDS	900	rsiV			Anti-sigma-V factor RsiV
GEALKAJD_02014	CDS	507	sigV		COG1595	RNA polymerase sigma factor SigV
GEALKAJD_02015	CDS	621	rpoE			putative DNA-directed RNA polymerase subunit delta
GEALKAJD_02016	CDS	438				hypothetical protein
GEALKAJD_02017	CDS	831	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
GEALKAJD_02018	CDS	1368				hypothetical protein
GEALKAJD_02019	CDS	810	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
GEALKAJD_02020	CDS	444				hypothetical protein
GEALKAJD_02021	CDS	372	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
GEALKAJD_02022	CDS	255				hypothetical protein
GEALKAJD_02023	CDS	531	yddE	5.1.-.-	COG0384	putative isomerase YddE
GEALKAJD_02024	CDS	972	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
GEALKAJD_02025	CDS	1395	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
GEALKAJD_02026	CDS	1356	ntpJ_1			Potassium/sodium uptake protein NtpJ
GEALKAJD_02027	CDS	636	ntpD			V-type sodium ATPase subunit D
GEALKAJD_02028	CDS	1377	ntpB			V-type sodium ATPase subunit B
GEALKAJD_02029	CDS	1782	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
GEALKAJD_02030	CDS	312	ntpG			V-type sodium ATPase subunit G
GEALKAJD_02031	CDS	987	ntpC			V-type sodium ATPase subunit C
GEALKAJD_02032	CDS	585	atpE_2			V-type proton ATPase subunit E
GEALKAJD_02033	CDS	471	ntpK			V-type sodium ATPase subunit K
GEALKAJD_02034	CDS	2004				hypothetical protein
GEALKAJD_02035	CDS	324				hypothetical protein
GEALKAJD_02036	CDS	720	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
GEALKAJD_02037	CDS	1899	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
GEALKAJD_02038	CDS	1263	yhaP		COG1668	putative protein YhaP
GEALKAJD_02039	CDS	900	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GEALKAJD_02040	CDS	1779	uvrC_2		COG0322	UvrABC system protein C
GEALKAJD_02041	CDS	315	trxA		COG0526	Thioredoxin
GEALKAJD_02042	CDS	2361	mutS2_2	3.1.-.-		Endonuclease MutS2
GEALKAJD_02043	CDS	549				hypothetical protein
GEALKAJD_02044	CDS	438	zapA			Cell division protein ZapA
GEALKAJD_02045	CDS	918	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
GEALKAJD_02046	CDS	912				hypothetical protein
GEALKAJD_02047	CDS	579				hypothetical protein
GEALKAJD_02048	CDS	669	hrtA_2	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
GEALKAJD_02049	CDS	1071			COG0577	putative ABC transporter permease
GEALKAJD_02050	CDS	1365	nox_2	1.6.99.3	COG0446	NADH oxidase
GEALKAJD_02051	CDS	1509				hypothetical protein
GEALKAJD_02052	CDS	2481				hypothetical protein
GEALKAJD_02053	CDS	336				hypothetical protein
GEALKAJD_02054	CDS	1035				hypothetical protein
GEALKAJD_02055	CDS	681				hypothetical protein
GEALKAJD_02056	CDS	1104	hmo	1.1.3.46		4-hydroxymandelate oxidase
GEALKAJD_02057	CDS	471				hypothetical protein
GEALKAJD_02058	CDS	1641	mleS	4.1.1.101	COG0281	Malolactic enzyme
GEALKAJD_02059	CDS	1323	citS		COG3493	Citrate-sodium symporter
GEALKAJD_02060	CDS	423				hypothetical protein
GEALKAJD_02061	CDS	837				hypothetical protein
GEALKAJD_02062	CDS	627				hypothetical protein
GEALKAJD_02063	CDS	336				hypothetical protein
GEALKAJD_02064	CDS	285				hypothetical protein
GEALKAJD_02065	CDS	1524				hypothetical protein
GEALKAJD_02066	CDS	1176				hypothetical protein
GEALKAJD_02067	CDS	186				hypothetical protein
GEALKAJD_02068	CDS	1695				hypothetical protein
GEALKAJD_02069	CDS	474				hypothetical protein
GEALKAJD_02070	CDS	216				hypothetical protein
GEALKAJD_02071	CDS	408				hypothetical protein
GEALKAJD_02072	CDS	1476				hypothetical protein
GEALKAJD_02073	CDS	849				hypothetical protein
GEALKAJD_02074	CDS	363				hypothetical protein
GEALKAJD_02075	CDS	159				hypothetical protein
GEALKAJD_02076	CDS	405				hypothetical protein
GEALKAJD_02077	CDS	240				hypothetical protein
GEALKAJD_02078	CDS	312				hypothetical protein
GEALKAJD_02079	CDS	294				hypothetical protein
GEALKAJD_02080	CDS	648				hypothetical protein
GEALKAJD_02081	CDS	1146	xerC_9			Tyrosine recombinase XerC
GEALKAJD_02082	CDS	306				hypothetical protein
GEALKAJD_02083	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GEALKAJD_02084	CDS	267				hypothetical protein
GEALKAJD_02085	CDS	726	endA	3.1.30.-		DNA-entry nuclease
GEALKAJD_02086	tRNA	71				tRNA-Gly(ccc)
GEALKAJD_02087	CDS	753				hypothetical protein
GEALKAJD_02088	CDS	480				hypothetical protein
GEALKAJD_02089	CDS	1581				hypothetical protein
GEALKAJD_02090	CDS	744	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
GEALKAJD_02091	CDS	777				hypothetical protein
GEALKAJD_02092	CDS	837			COG3689	Putative two-component membrane permease complex subunit SMU_746c
GEALKAJD_02093	CDS	930			COG0701	Putative two-component membrane permease complex subunit SMU_747c
GEALKAJD_02094	CDS	354				hypothetical protein
GEALKAJD_02095	CDS	657	rex_1		COG2344	Redox-sensing transcriptional repressor Rex
GEALKAJD_02096	CDS	1935	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
GEALKAJD_02097	CDS	1203	ugl_1	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
GEALKAJD_02098	CDS	1872				hypothetical protein
GEALKAJD_02099	CDS	1119	ugl_2	3.2.1.179		Unsaturated glucuronyl hydrolase
GEALKAJD_02100	CDS	834	lacG_3			Lactose transport system permease protein LacG
GEALKAJD_02101	CDS	918	lacF_4			Lactose transport system permease protein LacF
GEALKAJD_02102	CDS	1125	araN_2		COG1653	putative arabinose-binding protein
GEALKAJD_02103	CDS	900	rhaR_3			HTH-type transcriptional activator RhaR
GEALKAJD_02104	CDS	1614	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
GEALKAJD_02105	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_02106	CDS	1230	hflX		COG2262	GTPase HflX
GEALKAJD_02107	CDS	918	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GEALKAJD_02108	CDS	738	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
GEALKAJD_02109	CDS	528				hypothetical protein
GEALKAJD_02110	CDS	594	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GEALKAJD_02111	CDS	486	yrdA		COG0663	Protein YrdA
GEALKAJD_02112	CDS	198				hypothetical protein
GEALKAJD_02113	CDS	1761			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02114	CDS	1731			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02115	CDS	213				hypothetical protein
GEALKAJD_02116	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
GEALKAJD_02117	CDS	108	cspC		COG1278	Cold shock protein CspC
GEALKAJD_02118	CDS	693				hypothetical protein
GEALKAJD_02119	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
GEALKAJD_02120	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
GEALKAJD_02121	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GEALKAJD_02122	CDS	648	rex_2		COG2344	Redox-sensing transcriptional repressor Rex
GEALKAJD_02123	CDS	1212	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
GEALKAJD_02124	CDS	1143	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
GEALKAJD_02125	CDS	1722	ezrA		COG4477	Septation ring formation regulator EzrA
GEALKAJD_02126	CDS	561				hypothetical protein
GEALKAJD_02127	CDS	840	yhaX		COG0561	Stress response protein YhaX
GEALKAJD_02128	CDS	834				hypothetical protein
GEALKAJD_02129	CDS	969	ansA	3.5.1.1	COG0252	L-asparaginase
GEALKAJD_02130	CDS	738				hypothetical protein
GEALKAJD_02131	CDS	834		2.7.1.-		putative ketoamine kinase
GEALKAJD_02132	CDS	1329	pepC_1	3.4.22.40	COG3579	Aminopeptidase C
GEALKAJD_02133	CDS	165				hypothetical protein
GEALKAJD_02134	tRNA	76				tRNA-Asn(gtt)
GEALKAJD_02135	tRNA	73				tRNA-Thr(ggt)
GEALKAJD_02136	CDS	630	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GEALKAJD_02137	CDS	375				hypothetical protein
GEALKAJD_02138	CDS	291				IS3 family transposase IS1485
GEALKAJD_02139	CDS	645				IS3 family transposase IS1485
GEALKAJD_02140	tRNA	76				tRNA-Asn(gtt)
GEALKAJD_02141	rRNA	111				5S ribosomal RNA
GEALKAJD_02142	rRNA	2912				23S ribosomal RNA
GEALKAJD_02143	rRNA	1556				16S ribosomal RNA
GEALKAJD_02144	CDS	363				hypothetical protein
GEALKAJD_02145	CDS	381	yugI		COG1098	General stress protein 13
GEALKAJD_02146	CDS	1176	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
GEALKAJD_02147	CDS	585		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
GEALKAJD_02148	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
GEALKAJD_02149	CDS	510	ypjQ		COG1267	putative protein YpjQ
GEALKAJD_02150	CDS	660				hypothetical protein
GEALKAJD_02151	CDS	765	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
GEALKAJD_02152	CDS	678				hypothetical protein
GEALKAJD_02153	CDS	1386				hypothetical protein
GEALKAJD_02154	CDS	255				hypothetical protein
GEALKAJD_02155	CDS	516	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
GEALKAJD_02156	CDS	858	lrp			Leucine-rich protein
GEALKAJD_02157	CDS	336				hypothetical protein
GEALKAJD_02158	CDS	1371	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
GEALKAJD_02159	CDS	534				hypothetical protein
GEALKAJD_02160	CDS	1482				hypothetical protein
GEALKAJD_02161	CDS	708				hypothetical protein
GEALKAJD_02162	CDS	339				hypothetical protein
GEALKAJD_02163	CDS	963	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
GEALKAJD_02164	CDS	1332	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
GEALKAJD_02165	CDS	681				hypothetical protein
GEALKAJD_02166	CDS	477	ybaK_2	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GEALKAJD_02167	CDS	1680	rnj2	3.1.-.-		Ribonuclease J 2
GEALKAJD_02168	CDS	1503				hypothetical protein
GEALKAJD_02169	CDS	663	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GEALKAJD_02170	CDS	204				hypothetical protein
GEALKAJD_02171	CDS	1185	iadA	3.4.19.-		Isoaspartyl dipeptidase
GEALKAJD_02172	CDS	1740				hypothetical protein
GEALKAJD_02173	CDS	615				hypothetical protein
GEALKAJD_02174	CDS	378				hypothetical protein
GEALKAJD_02175	CDS	882	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GEALKAJD_02176	CDS	1020	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GEALKAJD_02177	CDS	1005	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GEALKAJD_02178	CDS	1050	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GEALKAJD_02179	CDS	822	manZ_6		COG3716	PTS system mannose-specific EIID component
GEALKAJD_02180	CDS	780	sorA_2		COG3715	PTS system sorbose-specific EIIC component
GEALKAJD_02181	CDS	471		2.7.1.-		putative phosphotransferase enzyme IIB component
GEALKAJD_02182	CDS	420	manX_5	2.7.1.191		PTS system mannose-specific EIIAB component
GEALKAJD_02183	CDS	2769	dgaR_5			Transcriptional regulatory protein DagR
GEALKAJD_02184	CDS	225				hypothetical protein
GEALKAJD_02185	CDS	1716			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02186	CDS	1764			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02187	CDS	537	folT_2			Folate transporter FolT
GEALKAJD_02188	CDS	423	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
GEALKAJD_02189	CDS	1110	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
GEALKAJD_02190	CDS	630	niaX			Niacin transporter NiaX
GEALKAJD_02191	CDS	885	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GEALKAJD_02192	CDS	570	rnmV	3.1.26.8	COG1658	Ribonuclease M5
GEALKAJD_02193	CDS	777	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
GEALKAJD_02194	CDS	1323	steT_2		COG0531	Serine/threonine exchanger SteT
GEALKAJD_02195	CDS	501				hypothetical protein
GEALKAJD_02196	CDS	2010	metG	6.1.1.10		Methionine--tRNA ligase
GEALKAJD_02197	CDS	279				hypothetical protein
GEALKAJD_02198	CDS	822				hypothetical protein
GEALKAJD_02199	CDS	1011				IS200/IS605 family transposase ISEfa4
GEALKAJD_02200	CDS	954	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
GEALKAJD_02201	CDS	1071	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
GEALKAJD_02202	CDS	1044	dppC		COG1173	Dipeptide transport system permease protein DppC
GEALKAJD_02203	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
GEALKAJD_02204	CDS	348				hypothetical protein
GEALKAJD_02205	CDS	1662	dppE		COG4166	Dipeptide-binding protein DppE
GEALKAJD_02206	CDS	549				hypothetical protein
GEALKAJD_02207	CDS	1104				hypothetical protein
GEALKAJD_02208	CDS	1068	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
GEALKAJD_02209	CDS	2448	spoIIIE		COG1674	DNA translocase SpoIIIE
GEALKAJD_02210	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
GEALKAJD_02211	CDS	816	fliY		COG0834	L-cystine-binding protein FliY
GEALKAJD_02212	CDS	636	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
GEALKAJD_02213	CDS	642	yecS_2		COG0765	L-cystine transport system permease protein YecS
GEALKAJD_02214	CDS	486	proX		COG3760	Prolyl-tRNA editing protein ProX
