"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Enterococcus_faecium_strain1","Enterococcus_faecium_strain2"
"group_1043","","hypothetical protein","1","1","1","7","1361","709","8","","254","254","254","PCFFDBNJ_00717",""
"group_1044","","hypothetical protein","1","1","1","7","1360","709","9","","269","269","269","PCFFDBNJ_00718",""
"group_1045","","hypothetical protein","1","1","1","7","1359","709","10","","203","203","203","PCFFDBNJ_00719",""
"group_1046","","hypothetical protein","1","1","1","7","1358","709","11","","152","152","152","PCFFDBNJ_00720",""
"group_1047","","hypothetical protein","1","1","1","7","1357","709","12","","545","545","545","PCFFDBNJ_00721",""
"group_1048","","hypothetical protein","1","1","1","7","1356","709","13","","278","278","278","PCFFDBNJ_00722",""
"group_1049","","hypothetical protein","1","1","1","7","1355","709","14","","185","185","185","PCFFDBNJ_00723",""
"group_1050","","hypothetical protein","1","1","1","7","1354","709","15","","941","941","941","PCFFDBNJ_00724",""
"group_1051","","hypothetical protein","1","1","1","7","1353","709","16","","938","938","938","PCFFDBNJ_00725",""
"group_1052","","hypothetical protein","1","1","1","7","1352","709","3","","902","902","902","PCFFDBNJ_00726",""
"group_1053","","hypothetical protein","1","1","1","7","1351","709","2","","359","359","359","PCFFDBNJ_00727",""
"group_1054","","hypothetical protein","1","1","1","7","1015","722","1","","158","158","158","PCFFDBNJ_00730",""
"group_1055","","hypothetical protein","1","1","1","7","1014","722","2","","299","299","299","PCFFDBNJ_00731",""
"group_1056","","hypothetical protein","1","1","1","7","1013","722","3","","227","227","227","PCFFDBNJ_00732",""
"group_1057","","hypothetical protein","1","1","1","7","1012","722","4","","179","179","179","PCFFDBNJ_00733",""
"group_1058","","hypothetical protein","1","1","1","7","1011","722","5","","587","587","587","PCFFDBNJ_00734",""
"group_1059","","hypothetical protein","1","1","1","7","1010","722","6","","131","131","131","PCFFDBNJ_00735",""
"yfmO_2","","Multidrug efflux protein YfmO","1","1","1","7","2646","441","1","","269","269","269","","GEALKAJD_02559"
"group_1060","","hypothetical protein","1","1","1","7","1009","722","7","","164","164","164","PCFFDBNJ_00736",""
"group_1061","","hypothetical protein","1","1","1","7","1008","722","8","","566","566","566","PCFFDBNJ_00737",""
"group_1062","","hypothetical protein","1","1","1","7","1007","722","9","","710","710","710","PCFFDBNJ_00738",""
"group_1063","","hypothetical protein","1","1","1","7","1006","722","10","","1325","1325","1325","PCFFDBNJ_00739",""
"group_1064","","hypothetical protein","1","1","1","7","1005","722","11","","1559","1559","1559","PCFFDBNJ_00740",""
"group_1065","","hypothetical protein","1","1","1","7","1004","722","12","","1136","1136","1136","PCFFDBNJ_00741",""
"group_1066","","hypothetical protein","1","1","1","7","1003","722","13","","575","575","575","PCFFDBNJ_00742",""
"group_1067","","hypothetical protein","1","1","1","7","1002","722","14","","872","872","872","PCFFDBNJ_00743",""
"group_1068","","hypothetical protein","1","1","1","7","1001","722","15","","218","218","218","PCFFDBNJ_00744",""
"group_1069","","hypothetical protein","1","1","1","7","1000","722","16","","395","395","395","PCFFDBNJ_00745",""
"group_1070","","hypothetical protein","1","1","1","7","999","722","17","","347","347","347","PCFFDBNJ_00746",""
"group_1071","","hypothetical protein","1","1","1","7","998","722","18","","335","335","335","PCFFDBNJ_00747",""
"group_1072","","hypothetical protein","1","1","1","7","997","722","19","","392","392","392","PCFFDBNJ_00748",""
"group_1073","","hypothetical protein","1","1","1","7","996","722","20","","467","467","467","PCFFDBNJ_00749",""
"group_1074","","hypothetical protein","1","1","1","7","995","722","21","","437","437","437","PCFFDBNJ_00750",""
"group_1075","","hypothetical protein","1","1","1","7","994","722","44","","620","620","620","PCFFDBNJ_00751",""
"group_1076","","hypothetical protein","1","1","1","7","993","722","43","","4718","4718","4718","PCFFDBNJ_00752",""
"group_1077","","hypothetical protein","1","1","1","7","992","722","42","","827","827","827","PCFFDBNJ_00753",""
"group_1078","","hypothetical protein","1","1","1","7","1434","722","41","","1019","1019","1019","PCFFDBNJ_00754",""
"group_1079","","hypothetical protein","1","1","1","7","1435","722","40","","2207","2207","2207","PCFFDBNJ_00755",""
"hslO_1","","33 kDa chaperonin","1","1","1","7","2575","220","1","","359","359","359","","GEALKAJD_02489"
"group_1080","","hypothetical protein","1","1","1","7","1436","722","39","","446","446","446","PCFFDBNJ_00756",""
"group_1081","","hypothetical protein","1","1","1","7","1437","722","38","","137","137","137","PCFFDBNJ_00757",""
"group_1082","","hypothetical protein","1","1","1","7","1438","722","37","","242","242","242","PCFFDBNJ_00758",""
"group_1083","","hypothetical protein","1","1","1","7","1439","722","36","","197","197","197","PCFFDBNJ_00759",""
"group_1084","","hypothetical protein","1","1","1","7","1440","722","35","","1019","1019","1019","PCFFDBNJ_00760",""
"group_1085","","hypothetical protein","1","1","1","7","1441","722","34","","1016","1016","1016","PCFFDBNJ_00761",""
"group_1086","","hypothetical protein","1","1","1","7","1442","722","33","","1550","1550","1550","PCFFDBNJ_00762",""
"group_1087","","hypothetical protein","1","1","1","7","1443","722","32","","191","191","191","PCFFDBNJ_00764",""
"group_1088","","hypothetical protein","1","1","1","7","1444","722","31","","206","206","206","PCFFDBNJ_00765",""
"group_1089","","hypothetical protein","1","1","1","7","1445","722","30","","302","302","302","PCFFDBNJ_00766",""
"group_1090","","hypothetical protein","1","1","1","7","1446","722","29","","143","143","143","PCFFDBNJ_00767",""
"cspLA_2","","Cold shock-like protein CspLA","1","1","1","7","1447","722","28","","197","197","197","PCFFDBNJ_00768",""
"group_1092","","hypothetical protein","1","1","1","7","1448","722","27","","353","353","353","PCFFDBNJ_00769",""
"hchA_1","","Protein/nucleic acid deglycase 1","1","1","1","7","1449","722","26","","677","677","677","PCFFDBNJ_00770",""
"group_1094","","hypothetical protein","1","1","1","7","1450","722","25","","923","923","923","PCFFDBNJ_00771",""
"group_1095","","hypothetical protein","1","1","1","7","1451","722","24","","392","392","392","PCFFDBNJ_00772",""
"group_1096","","hypothetical protein","1","1","1","7","1452","722","23","","791","791","791","PCFFDBNJ_00773",""
"group_1097","","hypothetical protein","1","1","1","7","1453","722","22","","245","245","245","PCFFDBNJ_00774",""
"group_1098","","hypothetical protein","1","1","1","7","987","511","2","","638","638","638","PCFFDBNJ_00776",""
"group_1099","","hypothetical protein","1","1","1","7","988","511","1","","485","485","485","PCFFDBNJ_00777",""
"group_11","","ISL3 family transposase IS1251","1","1","1","7","3451","607","1","","509","509","509","","GEALKAJD_01801"
"pgaC","","Poly-beta-1,6-N-acetyl-D-glucosamine synthase","1","1","1","7","2090","371","1","","683","683","683","PCFFDBNJ_02406",""
"group_1100","","hypothetical protein","1","1","1","7","986","610","1","","785","785","785","PCFFDBNJ_00786",""
"group_1101","prsA_2","Foldase protein PrsA","1","1","1","7","984","610","2","","887","887","887","PCFFDBNJ_00787",""
"group_1102","","hypothetical protein","1","1","1","7","985","610","3","","449","449","449","PCFFDBNJ_00788",""
"group_1103","spxA_1","Regulatory protein Spx","1","1","1","7","1468","624","1","","611","611","611","PCFFDBNJ_00790",""
"group_1104","","hypothetical protein","1","1","1","7","1469","624","4","","506","506","506","PCFFDBNJ_00791",""
"group_1105","","hypothetical protein","1","1","1","7","1470","624","3","","1904","1904","1904","PCFFDBNJ_00792",""
"aes_2","","Acetyl esterase","1","1","1","7","1471","624","2","","1001","1001","1001","PCFFDBNJ_00793",""
"group_1107","","hypothetical protein","1","1","1","7","1491","78","1","","491","491","491","PCFFDBNJ_00796",""
"group_1108","","hypothetical protein","1","1","1","7","981","449","1","","587","587","587","PCFFDBNJ_00798",""
"group_1109","","hypothetical protein","1","1","1","7","1497","480","1","","254","254","254","PCFFDBNJ_00801",""
"group_1110","","hypothetical protein","1","1","1","7","1498","480","2","","305","305","305","PCFFDBNJ_00802",""
"group_1111","","hypothetical protein","1","1","1","7","1505","9","1","","938","938","938","PCFFDBNJ_00809",""
"group_1112","","hypothetical protein","1","1","1","7","1509","257","1","","905","905","905","PCFFDBNJ_00813",""
"group_1113","","hypothetical protein","1","1","1","7","1515","687","1","","1325","1325","1325","PCFFDBNJ_00816",""
"group_1114","","hypothetical protein","1","1","1","7","1514","687","10","","3017","3017","3017","PCFFDBNJ_00817",""
"group_1115","","hypothetical protein","1","1","1","7","1513","687","9","","1463","1463","1463","PCFFDBNJ_00818",""
"group_1116","","hypothetical protein","1","1","1","7","1512","687","8","","233","233","233","PCFFDBNJ_00819",""
"group_1117","","hypothetical protein","1","1","1","7","974","687","7","","473","473","473","PCFFDBNJ_00820",""
"group_1118","","hypothetical protein","1","1","1","7","975","687","6","","1277","1277","1277","PCFFDBNJ_00821",""
"agrA_1","","Accessory gene regulator protein A","1","1","1","7","976","687","5","","332","332","332","PCFFDBNJ_00822",""
"glpK_2","","Glycerol kinase","1","1","1","7","2102","432","1","","311","311","311","","GEALKAJD_00369"
"group_1120","","hypothetical protein","1","1","1","7","977","687","4","","377","377","377","PCFFDBNJ_00823",""
"agrB_1","","Accessory gene regulator protein B","1","1","1","7","978","687","3","","380","380","380","PCFFDBNJ_00824",""
"group_1122","","hypothetical protein","1","1","1","7","979","687","2","","155","155","155","PCFFDBNJ_00825",""
"group_1123","","hypothetical protein","1","1","1","7","1527","663","5","","1460","1460","1460","PCFFDBNJ_00834",""
"group_1124","dxs","1-deoxy-D-xylulose-5-phosphate synthase","1","1","1","7","1528","663","6","","1763","1763","1763","PCFFDBNJ_00835",""
"group_1125","","hypothetical protein","1","1","1","7","1529","663","4","","458","458","458","PCFFDBNJ_00836",""
"nanE","","Putative N-acetylmannosamine-6-phosphate 2-epimerase","1","1","1","7","1530","663","3","","683","683","683","PCFFDBNJ_00837",""
"group_1127","","hypothetical protein","1","1","1","7","1531","663","2","","614","614","614","PCFFDBNJ_00838",""
"group_1128","","hypothetical protein","1","1","1","7","1532","663","1","","206","206","206","PCFFDBNJ_00839",""
"msrR","","Regulatory protein MsrR","1","1","1","7","1538","30","1","","884","884","884","PCFFDBNJ_00841",""
"group_1130","","hypothetical protein","1","1","1","7","1544","104","1","","350","350","350","PCFFDBNJ_00845",""
"rspR_1","","HTH-type transcriptional repressor RspR","1","1","1","7","1549","470","2","","659","659","659","PCFFDBNJ_00848",""
"group_1132","por","Polyol:NADP oxidoreductase","1","1","1","7","1550","470","1","","1637","1637","1637","PCFFDBNJ_00849",""
"group_1133","","hypothetical protein","1","1","1","7","1553","241","1","","1097","1097","1097","PCFFDBNJ_00852",""
"group_1134","ohrR","Organic hydroperoxide resistance transcriptional regulator","1","1","1","7","1556","285","1","","440","440","440","PCFFDBNJ_00854",""
"group_1135","","hypothetical protein","1","1","1","7","1559","142","1","","434","434","434","PCFFDBNJ_00856",""
"group_1136","bbmA","Intracellular maltogenic amylase","1","1","1","7","1561","437","1","","1766","1766","1766","PCFFDBNJ_00858",""
"group_1137","","hypothetical protein","1","1","1","7","1567","14","1","","647","647","647","PCFFDBNJ_00864",""
"group_1138","nylA","6-aminohexanoate-cyclic-dimer hydrolase","1","1","1","7","963","6","1","","1451","1451","1451","PCFFDBNJ_00866",""
"group_1139","","hypothetical protein","1","1","1","7","961","472","2","","512","512","512","PCFFDBNJ_00871",""
"group_114","","hypothetical protein","1","1","1","7","2206","456","1","","287","287","287","PCFFDBNJ_02454",""
"group_1140","gmk_1","Guanylate kinase","1","1","1","7","962","472","1","","560","560","560","PCFFDBNJ_00872",""
"group_1141","","hypothetical protein","1","1","1","7","1582","491","2","","518","518","518","PCFFDBNJ_00878",""
"group_1142","","hypothetical protein","1","1","1","7","1583","491","1","","392","392","392","PCFFDBNJ_00879",""
"malL_1","","Oligo-1,6-glucosidase","1","1","1","7","1592","442","1","","1652","1652","1652","PCFFDBNJ_00887",""
"pdxK","","Pyridoxine kinase","1","1","1","7","1597","508","2","","812","812","812","PCFFDBNJ_00890",""
"fcbA2","","4-chlorobenzoate--CoA ligase","1","1","1","7","1598","508","1","","1532","1532","1532","PCFFDBNJ_00891",""
"group_1146","","hypothetical protein","1","1","1","7","1602","625","1","","1031","1031","1031","PCFFDBNJ_00893",""
"group_1147","","hypothetical protein","1","1","1","7","1601","625","4","","926","926","926","PCFFDBNJ_00894",""
"group_1148","","hypothetical protein","1","1","1","7","1600","625","3","","377","377","377","PCFFDBNJ_00895",""
"group_1149","ysnF","Stress response protein YsnF","1","1","1","7","1599","625","2","","986","986","986","PCFFDBNJ_00896",""
"group_1150","","hypothetical protein","1","1","1","7","1609","159","1","","1073","1073","1073","PCFFDBNJ_00899",""
"group_1151","","hypothetical protein","1","1","1","7","1610","325","1","","596","596","596","PCFFDBNJ_00901",""
"group_1152","","hypothetical protein","1","1","1","7","1614","641","1","","1088","1088","1088","PCFFDBNJ_00903",""
"group_1153","","hypothetical protein","1","1","1","7","1615","641","2","","725","725","725","PCFFDBNJ_00904",""
"group_1154","","hypothetical protein","1","1","1","7","1616","641","4","","1421","1421","1421","PCFFDBNJ_00905",""
"group_1155","","hypothetical protein","1","1","1","7","1617","641","3","","509","509","509","PCFFDBNJ_00906",""
"group_1156","","hypothetical protein","1","1","1","7","959","360","1","","842","842","842","PCFFDBNJ_00908",""
"group_1157","","hypothetical protein","1","1","1","7","2000","536","2","","305","305","305","PCFFDBNJ_00911",""
"group_1158","","hypothetical protein","1","1","1","7","1999","536","1","","2015","2015","2015","PCFFDBNJ_00912",""
"group_1159","","hypothetical protein","1","1","1","7","1995","665","1","","860","860","860","PCFFDBNJ_00916",""
"group_116","","hypothetical protein","1","1","1","7","2","725","1","","293","293","293","PCFFDBNJ_02587",""
"group_1160","","hypothetical protein","1","1","1","7","1994","665","6","","290","290","290","PCFFDBNJ_00917",""
"group_1161","rhaS_2","HTH-type transcriptional activator RhaS","1","1","1","7","1993","665","5","","971","971","971","PCFFDBNJ_00918",""
"group_1162","","hypothetical protein","1","1","1","7","1992","665","4","","242","242","242","PCFFDBNJ_00919",""
"group_1163","","hypothetical protein","1","1","1","7","1991","665","3","","332","332","332","PCFFDBNJ_00920",""
"group_1164","","hypothetical protein","1","1","1","7","1990","665","2","","242","242","242","PCFFDBNJ_00921",""
"group_1165","","hypothetical protein","1","1","1","7","1975","344","1","","623","623","623","PCFFDBNJ_00933",""
"cah","","Carbonic anhydrase","1","1","1","7","1973","340","1","","704","704","704","PCFFDBNJ_00936",""
"group_1167","","Phosphorylated carbohydrates phosphatase","1","1","1","7","1624","677","2","","635","635","635","PCFFDBNJ_00938",""
"group_1168","","hypothetical protein","1","1","1","7","1625","677","3","","1352","1352","1352","PCFFDBNJ_00939",""
"norR","","Anaerobic nitric oxide reductase transcription regulator NorR","1","1","1","7","1626","677","4","","1346","1346","1346","PCFFDBNJ_00940",""
"group_1170","frlB_1","Fructosamine deglycase FrlB","1","1","1","7","1627","677","5","","932","932","932","PCFFDBNJ_00941",""
"manZ_2","","PTS system mannose-specific EIID component","1","1","1","7","1628","677","6","","812","812","812","PCFFDBNJ_00942",""
"group_1172","sorA_1","PTS system sorbose-specific EIIC component","1","1","1","7","1629","677","7","","779","779","779","PCFFDBNJ_00943",""
"group_1173","manX_1","PTS system mannose-specific EIIAB component","1","1","1","7","1630","677","8","","470","470","470","PCFFDBNJ_00944",""
"group_1174","","hypothetical protein","1","1","1","7","1631","677","1","","416","416","416","PCFFDBNJ_00945",""
"csp","","Cold shock-like protein","1","1","1","7","1949","589","1","","230","230","230","PCFFDBNJ_00960",""
"group_1176","","hypothetical protein","1","1","1","7","1950","589","3","","449","449","449","PCFFDBNJ_00961",""
"group_1177","rnhA","14.7 kDa ribonuclease H-like protein","1","1","1","7","1951","589","2","","404","404","404","PCFFDBNJ_00962",""
"group_1178","","hypothetical protein","1","1","1","7","1939","603","1","","323","323","323","PCFFDBNJ_00969",""
"abgT","","p-aminobenzoyl-glutamate transport protein","1","1","1","7","1940","603","2","","1541","1541","1541","PCFFDBNJ_00970",""
"group_118","","hypothetical protein","1","1","1","7","2170","696","4","","545","545","545","","GEALKAJD_00290"
"pepV_1","","Beta-Ala-Xaa dipeptidase","1","1","1","7","1941","603","3","","1418","1418","1418","PCFFDBNJ_00971",""
"group_1181","yedJ","putative protein YedJ","1","1","1","7","1632","154","1","","683","683","683","PCFFDBNJ_00975",""
